,News_Url,News_tags,News_author,Released_Date,News_Title,News_Contents,News_Image,News_Nationality
0,https://www.pv-magazine.com/2024/03/12/the-hydrogen-stream-morocco-identifies-land-for-green-hydrogen/,"ENERGY STORAGE,ENERGY STORAGE,HYDROGEN,INSTALLATIONS,MARKETS & POLICY,TECHNOLOGY,TECHNOLOGY AND R&D,UTILITY SCALE PV,UTILITY SCALE STORAGE,FRANCE,GERMANY,MOROCCO,UNITED KINGDOM",SERGIO MATALUCCI,2024-03-12,The Hydrogen Stream: Morocco identifies land for green hydrogen,"The Moroccan government has outlined strategies to attract global investors to its hydrogen sector, designating specific areas and offering support programs. According to government sources, 1 million hectares of public land have been earmarked, with an initial allocation of 300,000 hectares divided into plots ranging from 10,000 to 30,000 hectares, based on project size. The government said it will safeguard and regulate the use of public land through contractual agreements.
Uniper and Phillips 66 have agreed to collaborate on supplying green hydrogen from a planned project in Killingholme, England. The project will initially produce up to 120 MW of electrolytic hydrogen, with future possibilities for expansion. The hydrogen will be transported to Phillips 66's Humber Refinery from 2029. Uniper said the two companies will need to approve the development and supply agreement before investment.
H-TEC Systems said it is providing four PEM electrolyzers totaling 4 MW for the Grenzland Buergerenergie energy cooperative's “Grenzland Energie Kompakt” project in Germany. The German company said the commissioning of the electrolyzers is planned for early 2025 in Westre, mainly to supply logistics companies and service providers with green hydrogen. Grenzland Buergerenergie already operates a hydrogen plant and filling station at the Westre location, powered by a 225 KW electrolyzer from H-TEC Systems.
Powerhouse and its subsidiary have signed a subscription and shareholder agreement with Hydrogen Utopia International (HUI) and its Irish subsidiaries, Alister Future Technologies and Eranova Longford, to build a waste-plastic-to-hydrogen plant at Fisherstown Energy Park in County Longford, Ireland. Alister and Powerhouse will now each own 50% of Eranova, under revised project terms, with development costs to be shared equally. Powerhouse said that Eranova will be the developer of the Longford Project.
Sener said that its consortium with GE Vernova, and Bonatti will handle engineering, procurement, and construction (EPC) services for EnBW’s new power plant in Heilbronn, Germany. The facility is scheduled to commence operations by the end of 2026. The plant, boasting a maximum electrical output of 710 MW and around 190 MW of district heating capacity, will replace the current coal-fired facility. Sener said that the facility will facilitate future fuel mix combustion of up to 20% by volume of hydrogen.
Lycée Maritime Bastia said it is progressing on the construction of a hydrogen-powered training vessel in Corsica, France. “The REXH2s are already in their compartments, and the tanks will soon be integrated on board,” said Julien Comett, the deputy director of Lycée Maritime de Bastia. EODev, a French hydrogen specialist, produces REXH2, the hydrogen generator.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/CG-3-CC-19-12-2023-280x280.jpg,global
1,https://www.pv-magazine.com/2024/03/12/chinese-pv-industry-brief-jolywood-halts-polysilicon-factory-project/,"MARKETS,MODULES & UPSTREAM MANUFACTURING,CHINA",VINCENT SHAW,2024-03-12,Chinese PV Industry Brief: Jolywood halts polysilicon factory project,"Jolywood said it has halted plans to set up a silicon metal plant and a polysilicon production facility in Gujiao, Shanxi province. The company originally unveiled the CNY 14 billion ($1.9 billion) plan in March 2022. It said it is halting the project due to current conditions in the upstream silicon PV market.
DMEGC has released its performance report for 2023, with CNY 19.721 billion of operating income, up 1.39% year on year. The panel manufacturer said its net profit attributable to shareholders hit CNY 1.816 billion, up 8.8% year on year. It also reported that total shipments of PV cells and modules nearly reached 10 GW, up 24.27% year on year. Throughout 2023, the company expanded its production capacity by 6 GW for TOPCon cells and 5 GW for TOPCon modules. By the end of 2023, DMEGC had 14 GW of annual annual production capacity to produce solar cells, and 12 GW for PV modules.
Shijing Technology has announced a strategic collaboration with JinkoSolar. They plan to set up a joint venture, with Shijing Technology taking a 90% stake, and JinkoSolar holding the remaining 10% interest. The venture will invest in a state-of-the-art R&D and manufacturing facility in Ziyang, Sichuan province, with a combined annual production capacity of 20 GW for silicon wafers and 20 GW for solar cells. Construction of the facility is scheduled to begin in April, targeting completion by the end of 2024 to launch production.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2022/03/03033_Jolywood_module_opt-280x280.jpeg,global
2,https://www.pv-magazine.com/2024/03/12/tata-power-commissions-indias-largest-solarbattery-storage-project/,"MARKETS,UTILITY SCALE PV,UTILITY SCALE STORAGE,INDIA",UMA GUPTA,2024-03-12,Tata Power commissions India’s largest solar+battery storage project,"From pv magazine India
Tata Power said its Tata Power Solar Systems unit has commissioned India’s largest BESS at Rajnandgaon in the Indian state of Chhattisgarh. The project includes a 100 MW PV plant coupled with a 120 MWh utility-scale BESS.
Tata Power Solar Systems, a wholly owned subsidiary of Tata Power Renewable Energy, secured the project on a n EPC basis from Solar Energy Corp. of India Ltd. (SECI) in December 2021. The work includes engineering, design, supply, construction, erection, testing, O&M and commissioning of the projects.
Tata Power said Tata Power Solar Systems completed the project within the stipulated time frame. The team deployed the plant with 239,685 bifacial monocrystalline modules. The BESS for the project was supplied by Tata AutoComp Systems.
“We are committed to leveraging the latest technology in the renewable energy segment and this project supports the country’s energy transition vision,” said R.P. Gupta, chairman and managing director of SECI. “The project has been delivered on time by Tata Power Solar and will help in providing 24×7 renewable power.”
Tata Power Solar Systems has an EPC portfolio of more than 12.8 GWp of ground-mount utility-scale PV, over 2 GW of rooftop and distributed ground-mounted systems, and more than 2 GW of rooftop and distributed ground-mounted systems.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/DJI_0414-1536x863-1-280x280.jpg,global
3,https://www.pv-magazine.com/2024/03/12/energy-communities-more-profitable-than-individual-self-consumption-in-italy-portugal/,"COMMERCIAL & INDUSTRIAL PV,DISTRIBUTED STORAGE,ENERGY STORAGE,MARKETS,MODULES & UPSTREAM MANUFACTURING,POLICY,RESIDENTIAL PV,ITALY,PORTUGAL",PILAR SÁNCHEZ MOLINA,2024-03-12,"Energy communities more profitable than individual self-consumption in Italy, Portugal","An international research group has carried out a techno-economic evaluation of energy communities in Italy and Portugal under their respective regimes for self-consumption.
The researchers also looked at the impact of post-pandemic policies and identified the optimal PV system designs for four different community configurations in the two countries, based on financial incentives.
The simulations modeled an energy community comprising four families: a working couple, a family with one child and one working parent, a family with three children and both parents at home, and a retired couple spending most of their time at home. The divergent results observed between the Portuguese and Italian cases reflect the incentives and energy policy contexts of each country.
In September 2020, the Italian Ministry of Economic Development, the MISE, established two different remunerations for self-consumption ranging from €8 ($8.75)/MWh to €110/MWh. These values are granted as an incentive to those who sell electricity to the network, which adds to the income from the sale of electricity to the network, set according to the corresponding price and time.
Italy has also been granting two different fiscal credits for the installation of PV and storage projects in the frame of building renovation projects, the so-called Superbonus and Ecobonus, covering 110% and 50% of the project costs, respectively.
In June 2020, the Portuguese government allowed individual prosumers not to pay 50% of the CIEG, a part of the electricity tariff paid by Portuguese consumers that represents 29% of the price of low-voltage electricity, and energy communities not to pay 100% of the CIEG.
The Portuguese authorities are also offering rebates for PV systems with or without storage that cover up to 85% of the investment up to the limit of €2,500 per project.
The analysis showed that using the Superbonus favored the smallest systems, while the Ecobonus was more favorable to the largest ones. This is due to the lower cost of smaller systems, in which the savings come mainly from self-consumed energy.
In this case, the configuration that maximizes self-consumption is the most beneficial. Furthermore, the incentives offered cover almost the entire cost of the system. If batteries are included, the optimal system is the one with the smallest battery because it is the cheapest configuration.
This approach is due to the higher cost and shorter useful life of batteries compared to photovoltaic systems, which require eventual replacement. Therefore, using smaller batteries is the most effective strategy to maintain the economic viability of the project.
The analysis in Portugal revealed that the optimal system for all family types without storage was the smallest, while storage scenarios generally resulted in unprofitable projects.
According to the authors of the research, “a sensitivity analysis should be carried out to determine which Portuguese incentives would be appropriate to promote storage equipment.”
Simulations of energy communities for all families showed that, in Italy, the best configurations consist of families acting as producers with higher PV capacities and smaller batteries. By contrast, in Portugal, policies favor smaller PV systems without batteries, leading to optimal configurations where households are solely consumers.
The main conclusion of the study is that, for both countries and the four family schemes, being part of an energy community is more economically viable than being in a regime of individual self-consumption. This is because individual households continue to prioritize self-consumption and personal savings, while selling their excess energy at a more favorable price than they would receive from the grid.
The academics published their findings in “Techno-economic analysis of self-consumption schemes and energy communities in Italy and Portugal, published in Solar Energy. The research group included scientists from the University of Lisbon in Portugal, as well as Italy's Eurac Research and the Polytechnic University of Milan.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/Almocita-Albedo-2-1-1536x1152-1-280x280.jpg,global
4,https://www.pv-magazine.com/2024/03/12/pedaling-power/,"DISTRIBUTED STORAGE,ENERGY STORAGE,OPINION & ANALYSIS,SUSTAINABILITY,WORLD",,2024-03-12,Pedaling Power,"With global temperatures rising and 2023 crossing the critical 1.5 C threshold, it is evident the world needs to speed up sustainability efforts.
Image: Tukas EV
While ongoing efforts are focusing on deep technology solutions to the climate crisis, there are also novel options available that can reduce energy consumption, and thus our carbon footprint, if deployed at scale.
As you read this article, thousands of people are pedaling exercise bikes in gyms, health centers, and at home. Every movement of their feet creates kinetic energy that could potentially be converted to electricity and used to power phones, laptops, fridges, wi-fi routers, and other home appliances.
To harness this power, Tukas EV created the HR Bank – an exercise bike and power storage device that converts pedaling into electricity. On an HR Bank, a person can generate from 50 W per hour to 500 W/h of electricity simply by pedaling, depending on their fitness level. All the energy is stored in a 2 kWh battery that provides enough electricity to keep a light on for a week or to power a microwave oven for around 100 meals. Just 15 minutes of exercise generates enough power to charge a phone.
Devices to convert pedaling to electricity already exist but none have such a high-capacity battery. The storage device can also be charged from other types of green energy, such as solar panels or wind power, as well as by the electric grid or a car generator. At the same time that the HR Bank is being pedalled, or charged from an external source, it can power any connected device, thus generating around 4 kWh to 5 kWh of electricity every day, energy which can be used wherever needed.
When Tukas envisioned the HR Bank it was conceived as a device primarily oriented toward home users. We wanted families worldwide to harness their kinetic energy in a product which could be moved to a vacation home or countryside escape, or be taken on a camping trip, for use as an alternative energy storage solution. Additionally, we aimed to create a reliable source of sustainable energy.
Although the HR Bank was created primarily for domestic use, we saw a number of businesses interested in this novel way to generate and store electricity soon after the first version was launched. Sustainability-focused companies such as hotels, wellness centers, rental vacation homes, and gyms want to offer healthier, eco-friendly lifestyle options for their customers. While the HR Bank is not a professional-grade exercise bike typically found in a sports center, it meets the needs of the average user.
Families, employees, and anyone else pedaling exercise bikes represent an untapped opportunity for a new energy source that could help propel humanity toward a more sustainable future. While governments subsidize solar and wind to help clean power contribute more than a third of global electricity generation by early 2025, the potential of human-generated energy is largely unexploited.
We believe pedal power, as well as other types of human-generated kinetic energy, could become an alternative source of green energy. For example, human, motion-based energy can be created in many different ways, including joint rotation, limb swings, and organ motion. In the future, as our technological capabilities advance, such energy harvesting from daily human activity, and its conversion into electricity, might replace traditional batteries and wearable electronic devices.
Similarly, as battery efficiency and capacity improve, we are committed to progressing toward a future energized by pedal power.
About the author: Aurelijus Jaškulis is a co-founder and chief operations officer of startup Tukas EV, which created the HR Bank exercise bike and power storage device. Jaškulis is an electric vehicle enthusiast with 20 years’ management experience in third party logistics and sales.
The views and opinions expressed in this article are the author’s own, and do not necessarily reflect those held by pv magazine.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/HR-Bank1-280x280.jpg,global
5,https://www.pv-magazine.com/2024/03/12/chiles-2023-solar-installations-hit-1-65-gw/,"MARKETS,UTILITY SCALE PV,CHILE",PILAR SÁNCHEZ MOLINA,2024-03-12,Chile’s 2023 solar installations hit 1.65 GW,"From pv magazine Latam
Chile deployed 1.652 MW of new PV systems in 2023, according to new statistics from Acesol, the Chilean PV association.
The country's cumulative installed solar capacity reached 8.5 GW as of the end of December 2023, which represents around 25.6% of its total power generation capacity.
Acesol also said that around 2,941 MW of the total PV capacity comes from systems deployed under the scheme for medium-sized distributed generation PMGD, which is open to projects up to 9 MW in size.
Chile ended 2023 with 7,729 MW of solar capacity under construction. There was 5,681 MW of large-scale solar, while distributed-generation projects accounted for the remainder.
PV became the electricity generation technology with the greatest presence in Chile in 2023. Of the more than 8,500 MW that is currently in operation, 71% is installed between the northern regions of Arica Parinacota and Atacama.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2023/11/Chile-280x280.jpg,global
6,https://www.pv-magazine.com/2024/03/12/indian-scientists-design-26-24-efficient-triple-junction-all-perovskite-solar-cell/,"MODULES & UPSTREAM MANUFACTURING,TECHNOLOGY AND R&D,INDIA",EMILIANO BELLINI,2024-03-12,Indian scientists design 26.24%-efficient triple-junction all perovskite solar cell,"A group of researchers led by the Technology Chitkara University in India has designed a three-junction all-perovskite tandem solar cell (3J-APTSC) that can reportedly achieve a power conversion efficiency of 26.24%.
All perovskite PV devices offer the advantage of effectively harnessing sunlight across a wide range of wavelengths. “By strategically applying two-step filtered spectrum and current matching techniques, our team has fully realized the capabilities of the three-junction tandem solar cell design,” the research's corresponding author, Jaya Madan, told pv magazine.
The scientists used the SCAPS-1D solar cell capacitance software, developed by the University of Ghent, to simulate the novel cell configuration. “This device simulator is known for its reliability in modeling standalone and two-junction tandem solar cells. However, until now, there hasn't been a method for simulating three-junction tandem solar cells using SCAPS-1D. Thus, our work fills this gap.”
The solar cell relies on a 287 nm-thick top cell comprising an electron transport layer (ETL) based on tin oxide (SnO2) and buckminsterfullerene (C60), a perovskite active layer with a bandgap of 1.99 eV, and a hole transport layer (HTL) made of methyl-substituted carbazole (Me-4PACz).
Moving down the tandem structure, the 500 nm-thick middle cell features a perovskite absorber layer with a bandgap of 1.6 eV. The top and bottom subcells are interconnected through an indium tin oxide (ITO) layer, facilitating efficient charge transport between the layers. The 670 nm-thick subcell integrates a perovskite absorber with a bandgap of 1.20 eV.
The performance of the cell was simulated under standard illumination conditions and, according to the scientists, it achieved remarkable photovoltaic parameters. The device reached an efficiency of 26.24%, an open-circuit voltage of 3.76 V, a short-circuit density of 10.70 mA/cm², and a fill factor of 69.00%.
The researchers explained that the precise determination of the filtered spectrum and the current matching points played a crucial role in the cell optimization.
The novel cell concept was described in the study “Design and simulation of three-junction all perovskite tandem solar cells: A path to enhanced photovoltaic performance,” published in Materials Letters.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/Unbenannt-4-280x280.jpg,global
7,https://www.pv-magazine.com/2024/03/12/austa-releases-new-three-phase-inverter-series/,"GRIDS & INTEGRATION,INSTALLATIONS,INVERTERS,MANUFACTURING,RESIDENTIAL PV,TECHNOLOGY,TECHNOLOGY AND R&D,ASIA,CHINA",LIOR KAHANA,2024-03-12,Austa releases new three-phase inverter series,"Chinese manufacturer Austa has released a new series of hybrid three-phase inverters.
The series includes seven models with DC input ranging from 6 kW to 22.5 kW and AC output ranging from 4 kW to 15 kW.
“It supports up to 120% three-phase unbalanced output, it is fully adapted to the access of 18 A large solar modules, and provides 1.5 times DC overmatching,” the company said in a statement. “It can be parallelized according to customer scenario requirements, with up to 9 maximum number of parallel operations. At the same time, through advanced inverter control technology, the maximum conversion efficiency can reach 98.4%.”
The smallest product of the series comes with a maximum input of 6 kW and an output of 4 kW. For the largest device, these values are 22.5 kW and 15 kW, respectively.
All versions have a size of 52 cm x 40 cm x 23 cm and weigh 28 kg. They can operate at temperatures of -25 C to 60 C and in a humidity range of 0-95%. “It has been upgraded to IP66 protection level, which can flexibly cope with various harsh environments, and also supports anti-backflow protection,” the company added.
The new products are also equipped with a 32-bit floating point microcontroller unit (MCU) optimized for processing, sensing, and driving. “They adopt advanced control algorithms to improve real-time control of the application’s closed-loop performance, which also improves accuracy,” the manufacturer stated.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/Picture1-1-280x280.jpg,global
8,https://www.pv-magazine.com/2024/03/12/first-attempt-to-build-antimony-photovoltaic-modules/,"MANUFACTURING,MODULES & UPSTREAM MANUFACTURING,TECHNOLOGY AND R&D,ITALY",VALERIE THOMPSON,2024-03-12,First attempt to build antimony photovoltaic modules,"Researchers from the Tor Vergata University and the National Research Council in Italy have developed for the first time air-stable solar modules relying on PV cells based on an antimony (Sb) absorber material.
“There has been growing research on lead (Pb) and tin (Sn)-free perovskite alternatives, but we were surprised that only single cells have been reported so far, so we focused on fabricating modules with commercially available equipment. The fact that the Sb-based solar cells we developed had good air and thermal stability enabled us to do all patterning steps in air,” the research's lead author, Thomas M. Brown, told pv magazine.
“The key property of the antimony-based perovskite-inspired materials that we developed is stability, especially compared to other lead-free alternatives,” he added. “Consequently, enhancing efficiency should become the prime focus for Sb-based technology whereas stability should become the focus for Sn-based devices.”
According to the research group, the cells withstood temperature stability tests of up to 85 C in air and all three P1, P2, and P3 laser patterning steps could be performed outside the glovebox, simplifying the manufacturing step. Key to the results were two cations in the precursor mixture.
The solar cells were manufactured with MAxCs3−xSb2I3Cl6 using a one-step spin-coating solution process. The methylammonium (MA) and cesium (Cs) mixed double-cation Sb-cell stacks were made with fluorine-doped compact-titanium oxide (TiO2), mesoporous TiO2, the MAxCs3−xSb2I3Cl6 absorber, a hole transport layer made with conventional Spiro-OMeTAD, and a gold (Au) metal contact.
The cells achieved a power conversion efficiency of 1.5% and its long-term stability was boosted by 60%, with a loss of only 10% after about 1800 h of aging in air, according to the researchers. The mini solar modules built with these cells achieved a 1.2% efficiency over a 2.52 cm2 active area.
The group has plans to investigate applying the technology to indoor solar cells and panels. “This is because we have shown that perovskite technology has high potential for light harvesting in indoor environments and because suitable band gaps for the semiconductors need to be higher under artificial lighting which opens up the possibility of using even antimony-based perovskites for this purpose,” said Brown.
Looking forward, the research team is planning to reduce the device bandgap by adjusting perovskite composition, adjusting the crystallization rate, minimizing defects by introducing additives, and optimizing energy level matching and passivation of defects by interface engineering.
Their findings were introduced in the paper “Air-Stable Lead-Free Antimony-Based Perovskite Inspired Solar Cells and Modules,” published in ACS Energy Letters.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/antimony-cells-1200-280x280.jpg,global
9,https://www.pv-magazine.com/2024/03/12/stacking-algorithm-for-pv-module-fault-diagnosis/,"MODULES & UPSTREAM MANUFACTURING,TECHNOLOGY AND R&D,NORWAY",EMILIANO BELLINI,2024-03-12,Stacking algorithm for PV module fault diagnosis,"Researchers at the Norwegian University of Science and Technology (NTNU) have developed a new PV module fault diagnosis technique based on a meta-learning stacking algorithm.
Stacking algorithms can learn how to best combine the predictions from two or more base machine learning algorithms.
“The use of such ensemble methods can revolutionize the PV module fault diagnosis field by leveraging the capability of several models to achieve higher classification accuracy,” the scientists explained. “Whenever a PV module is discovered to be in faulty condition, the proposed methodology focuses on determining the type of PV module fault.”
The new approach utilizes augmented digital images of PV modules collected by unmanned aerial vehicles (UAVs) and detects snail trails, delamination, glass breakages, discoloration, and burn marks. According to the research group, the augmentations improve the learning and classification capabilities of the machine learning model.
The data collected by the images are then fed for feature extraction into pre-trained AlexNet, which is a convolutional neural network (CNN) used primarily for image recognition and classification tasks. In the following step, the extracted features are split into training and testing datasets with a train-test split ratio of 70 % and 30%. In the final stage, the selected features are classified using machine learning classifiers and the ensemble strategy is applied to determine the condition of PV modules.
The researchers also used the open-access Weka software tool to perform the feature selection and classification tasks according to five different algorithms called support vector machines (SVM), K-nearest neighbor (kNN), logistic model tree (LMT), random forest (RF), and Multilayer perceptron (MLP).
“By combining the strengths of these models, stacking can produce more accurate predictions than any individual model alone,” they added. “The main idea behind stacking is to use the strengths of multiple models to compensate for their weaknesses. For example, one model may perform well on some parts of the dataset but poorly on others, while another model may have the opposite strengths and weaknesses.”
The novel technique reportedly achieved a combined classification accuracy of 99.04%, with the four-class stacking ensemble model consisting of the SVM, kNN, LMT, and RF algorithms and the five-class ensemble providing the best performance. “However, considering the dimensionality expansion, computational complexity and time taken to build the model, a four-class stacked ensemble was preferred over five-class ensembles,” the academics emphasized. “Thus, adopting stacking-based ensemble techniques has enhanced the performance of base classifiers.”
The new methodology was described in the paper “Detection of visual faults in photovoltaic modules using a stacking ensemble approach,” published in Heliyon.
This content is protected by copyright and may not be reused. If you want to cooperate with us and would like to reuse some of our content, please contact: editors@pv-magazine.com.",https://www.pv-magazine.com/wp-content/uploads/2024/03/9133269157_d8b5ca878b_o-280x280.jpg,global
