url,tag,author,updated_date,title,contents
https://www.pv-magazine.it/2023/06/02/bandi-impianti-sulle-infrastrutture-chiave-a-olbia-savona-e-milano/,"BANDI E ASTE,MERCATI & POLITICHE,ITALIA,LIGURIA,LOMBARDIA,SARDEGNA",SERGIO MATALUCCI,"GIUGNO 2, 2023","Bandi: impianti sulle infrastrutture chiave a Olbia, Savona e Milano","Gesar ha indetto un appalto per l’installazione di un impianto fotovoltaico sulle pensiline del parcheggio lunga sosta dell’aeroporto Olbia Costa Smeralda. L’appalto è di oltre 2,5 milioni. L’offerta deve pervenire entro le 13 del 20 giugno.
L’Autorità di Sistema portuale del Mar Ligure Occidentale ha un budget totale di 10 milioni di euro per l’installazione di impianti fotovoltaici su alcune strutture portuali nel porto di Savona. Lo riporta SavonaNews. Aperta la manifestazione di interesse per gli operatori interessati a partecipare alla procedura negoziata. Scadenza: 13 giugno. L’Autorità ha suggerito che il bando è sul proprio sito, anche se al momento utenti di pv magazine non riescono ad aprire il link.
Ferrovienord accetta fino al 15 giugno offerte per l’appalto per lavori di ammodernamento e potenziamento del Nodo di Bovisa, a Milano. L’appalto, per un importo superiore a 110 milioni, include il potenziamento infrastrutturale, l’ampliamento del fabbricato viaggiatori e la realizzazione di un impianto fotovoltaico. L’importo per l’impianto fotovoltaico è di circa 9,2 milioni.
Il Comune di Montechiarugolo (Parma) ha pubblicato l’avviso per la manifestazione di interesse per l’affidamento del servizio di manutenzione e gestione di impianti fotovoltaici di proprietà del comune per parte dell’anno in corso e per la totalità del 2024 e 2025. La base d’asta è di € 81.250. Data di scadenza: 3 giugno.
ADE, per tramite del Comune di Parma, ha dato notizia della manifestazione di interesse a partecipare alla procedura negoziata per l’affidamento della realizzazione di un impianto di produzione fotovoltaica da 98 kw su copertura esistente con bonifica e smaltimento dell’attuale copertura in Eternit e ripristino con pannello in lamiera grecata. Proposte da mandare entro il 4 giugno.
La Provincia di Monza e della Brianza accetta fino al 16 giugno manifestazioni di interesse per la fornitura di tre generatori di corrente inverter silenziati e tre avviatori di emergenza portatili per la rete TLC e il parco macchine della colonna mobile della Protezione Civile provinciale.
La Provincia di Brescia ha lanciato la procedura aperta per i lavori di adeguamento statico e sismico delle strutture esistenti e per l’efficientamento energetico del complesso Colonia Elioterapica nel comune di Brembate di Sopra (Bergamo).
Il Comune di Lecce accetta offerte fino al 5 giugno per la riqualificazione ecologica della circonvallazione cittadina. Importo complessivo superiore a 5 milioni. I lavori non prevedono per ora pannelli.
Acinque ha lanciato il bando di gara per opere di adeguamento degli impianti di distribuzione di energia elettrica in media tensione (cabine e tratte di rete) correlate ai giochi olimpici Milano-Cortina 2026.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/produzione-solare-di-maggio-aumenta-in-europa-rispetto-al-2022-italia-unica-eccezione/,"MERCATI & POLITICHE,SVILUPPI DI MERCATO,EUROPA OCCIDENTALE,FRANCIA,GERMANIA,ITALIA,PORTOGALLO,SPAGNA",SERGIO MATALUCCI,"GIUGNO 2, 2023","Produzione solare di maggio aumenta in Europa rispetto al 2022, Italia unica eccezione","A maggio 2023, la produzione di energia solare è aumentata nella maggior parte dei mercati analizzati da AleaSoft Energy Forecasting rispetto allo stesso mese dell’anno precedente. L’unica eccezione è rappresentata dall’Italia, dove la produzione di energia solare è diminuita del 5,9% rispetto al maggio 2022.
“L’aumento maggiore, pari al 32%, è stato registrato nel mercato portoghese, seguito da aumenti del 9,6% e del 6,5% nei mercati spagnolo e tedesco, rispettivamente. Il mercato francese ha registrato l’aumento più contenuto, pari al 4,1%”, ha detto AleaSoft.
Rispetto ad aprile, la produzione di energia solare a maggio è aumentata solo nei mercati tedesco e francese, rispettivamente del 41% e dell’11%. Per il resto dei mercati analizzati, la tendenza è stata opposta, con diminuzioni nella Penisola Iberica e in Italia, dove si è registrato il calo maggiore (5,8%).
Nel mese di maggio 2023, sui mercati analizzati, sono stati registrati record giornalieri di produzione di energia solare fotovoltaica, anche in Italia. Durante la prima metà del mese, il record è stato battuto in Spagna il 5 maggio con 147 GWh di produzione, in Italia il 6 maggio con 115 GWh generati. Nella seconda metà del mese, il record è stato superato in Francia il 26 maggio con 110 GWh generati e in Germania il 27 maggio con 353 GWh.
“Nel mese di maggio 2023, il prezzo medio mensile è stato inferiore a 100 €/MWh in quasi tutti i mercati elettrici europei analizzati da AleaSoft Energy Forecasting. Fa eccezione il prezzo medio del mercato italiano IPEX, pari a 105,73 €/MWh. D’altra parte, il prezzo mensile più basso, pari a 37,59 €/MWh, è stato registrato nel mercato nordico Nord Pool. Altrove, le medie erano comprese tra i 74,21 €/MWh del mercato MIBEL della Spagna e gli 81,72 €/MWh del mercato EPEX SPOT della Germania”, dice AleaSoft.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/maxeon-annuncia-efficienza-del-247-per-modulo-solare-ibc/,"INSTALLAZIONI E IMPIANTI,MODULI,TECNOLOGIA E SCIENZA,STATI UNITI",BEATRIZ SANTOS,"GIUGNO 2, 2023","Maxeon annuncia efficienza del 24,7% per modulo solare IBC","Il produttore statunitense di moduli fotovoltaici Maxeon ha annunciato di aver raggiunto un’efficienza di conversione del 24,7% per un pannello fotovoltaico Maxeon 7 a grandezza naturale. Il National Renewable Energy Laboratory (NREL) del Dipartimento dell’Energia degli Stati Uniti ha confermato tale risultato.
Il modulo Maxeon 7 si basa sulla tecnologia IBC (Interdigitated Back Contact). Il produttore dispone attualmente di una linea di assemblaggio pilota Maxeon 7 nelle Filippine e ha recentemente annunciato che espanderà la capacità di produzione delle celle per il modulo “da record” a 500 MW.
Maxeon ha inoltre annunciato miglioramenti dell’efficienza dei suoi attuali prodotti IBC, specificando che i pannelli Maxeon 6 e 3 che hanno raggiunto un’efficienza rispettivamente del 23% e del 24%.
“Il nostro team tecnologico continua ad aumentare le prestazioni della nostra tecnologia IBC a livelli di efficienza che non erano stati previsti quando abbiamo lanciato i nostri primi prodotti commerciali quasi vent’anni fa”, ha affermato Bill Mulligan, CEO di Maxeon. “Ancora più importante, questi risultati non sono risultati di laboratorio una tantum, ma tecnologie di produzione tradizionali che aumentano il valore dei nostri prodotti”.
Maxeon ha recentemente valutato un’offerta pubblica di azioni per raccogliere 157,4 milioni di dollari. I fondi dovrebbero essere utilizzati per la produzione del modulo Maxeon 7 e per scopi aziendali generali.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/mitsubishi-distribuira-pompe-di-calore-energia-solare-e-accumulo-in-un-progetto-sullisola-di-san-pietro/,"BATTERIE,MERCATI & POLITICHE,STOCCAGGIO,SVILUPPI DI MERCATO,TECNOLOGIA E SCIENZA,IRLANDA,ITALIA",BEATRIZ SANTOS,"GIUGNO 2, 2023","Mitsubishi distribuirà pompe di calore, energia solare e accumulo in un progetto sull’Isola di San Pietro","Mitsubishi Electric R&D Centre Europe, filiale di Mitsubishi Electric, sta valutando l’efficacia delle pompe di calore nel controllo della domanda in isole remote. Il 25 maggio l’azienda ha avviato un esperimento dimostrativo nelle isole Aran, al largo della baia di Galway, nell’Irlanda occidentale.
Nell’ambito del progetto Recovery Assistance for Cohesion and the Territories of Europe (REACT) dell’Unione Europea, Mitsubishi sta conducendo una dimostrazione sulle isole Aran e sull’isola di San Pietro in Italia.
Il progetto mira a migliorare l’autosufficienza energetica di queste isole remote attraverso l’impiego di pompe di calore Mitsubishi, insieme a soluzioni solari fotovoltaiche, eoliche, di accumulo, caricabatterie per veicoli elettrici e bollitori per l’acqua calda sanitaria. Queste isole, che dipendono in larga misura dai combustibili fossili e dalle fonti energetiche continentali, devono affrontare ostacoli geografici e strutturali unici.
“Il progetto dimostrerà un approccio alla gestione dell’energia incentrato sulla comunità per le isole remote, utilizzando tecnologie di generazione distribuita di energia rinnovabile e di stoccaggio con risposta alla domanda per bilanciare la domanda e l’offerta di energia”, ha dichiarato Mitsubishi in un comunicato.
Il progetto mira a ottenere un risparmio energetico del 10%, a ridurre le emissioni di gas serra del 60% e ad aumentare l’uso di energia rinnovabile del 50%, rispetto a un caso di funzionamento di base prima dell’avvio del progetto.
Mitsubishi ha dichiarato di utilizzare nel progetto le sue pompe di calore Melco per il riscaldamento e l’acqua calda sanitaria. Le pompe di calore possono contribuire a bilanciare la rete durante i periodi di picco utilizzando strategie di controllo per ridurre il consumo di elettricità.
Tra gli esempi vi sono l’impostazione della temperatura target dell’aria a un punto più basso, l’abbassamento del setpoint della temperatura di mandata del riscaldamento degli ambienti e la programmazione del compressore della pompa di calore affinché si spenga durante il periodo di risposta alla domanda. Queste strategie sono discusse in casi reali in questo documento di ricerca.
Il progetto REACT coinvolge 22 partner, tra cui aziende e istituzioni accademiche di 11 Paesi dell’Unione Europea.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/i-prezzi-dei-moduli-solari-raggiungono-valori-piu-bassi-degli-ultimi-due-anni/,"MERCATI & POLITICHE,SVILUPPI DI MERCATO,CINA,STATI UNITI",RYAN KENNEDY,"GIUGNO 2, 2023",I prezzi dei moduli solari raggiungono valori più bassi degli ultimi due anni,"In un nuovo rapporto, il National Renewable Energy Laboratory (NREL) afferma che la domanda globale di fotovoltaico è forte. La Cina rimane il leader nella diffusione del solare, con una crescita delle installazioni del 57% su base annua nel 2022, che rappresenta il 42% della domanda globale.
Secondo l’Agenzia Internazionale dell’Energia (AIE), la maggior parte delle installazioni cinesi è costituita da piccoli progetti distribuiti, piuttosto che da grandi progetti centralizzati su scala pubblica. Secondo il NREL, gli analisti prevedono che le installazioni globali raggiungeranno i 300 GW quest’anno e i 400 GW entro il 2025.
Negli Stati Uniti, il fotovoltaico ha rappresentato circa il 46% delle nuove capacità di produzione di energia elettrica nel 2022. Tuttavia, il solare ha ancora molta strada da fare per svolgere il suo ruolo di tecnologia centrale nella transizione energetica. Il fotovoltaico rappresenta il 9% della capacità netta estiva e il 4,7% della generazione annuale nel 2022, ha dichiarato il NREL.
La California è il Paese che ha fatto i maggiori passi avanti nel solare, con il 27,3% della produzione di energia elettrica da fonte solare. Alla fine del 2022, il solare avrà una quota di almeno il 5% nel mix di generazione in 16 Stati.

Per continuare con la lettura, visita il sito pv magazine USA 
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/servizio-ricerca-di-lavoro-nel-fotovoltaico-nona-edizione/,"MERCATI & POLITICHE,SVILUPPI DI MERCATO,ITALIA,LAZIO,LOMBARDIA,PIEMONTE",LARA MORANDOTTI,"GIUGNO 2, 2023",Servizio ricerca di lavoro nel fotovoltaico: nona edizione,"Comat Servizi Energetici cerca un Direttore Business Unit – Fotovoltaico da inserire in organico presso la sede di Rivoli. La risorsa dovrà garantire il raggiungimento degli obiettivi prefissati e gestirà inizialmente un gruppo di 8 risorse che, parallelamente allo sviluppo della BU, si amplierà secondo le necessità.
A Parma, Benassi Tecnoimpianti è alla ricerca di un elettricista da inserire a tempo determinato. La risorsa si occuperà di installazione ed assemblaggi di impianti elettrici settore civile industriale, fotovoltaico e impianti di condizionamento. Una precedente esperienza lavorativa nel settore verrà considerata requisito preferenziale.
Universal Procurement Mind, attiva nella zona di Ancona, cerca un consulente commerciale per il settore dell’efficienza energetica che abbia conoscenza delle normative e degli incentivi vigenti nel settore e la capacità di analizzare i consumi energetici dei clienti e proporre soluzioni personalizzate.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/interconnessioni-elettriche-nel-mediterraneo-elmed-euro-africa-euro-asia-ecco/,"FINANZA,INSTALLAZIONI E IMPIANTI,LEGGI & ATTI,MERCATI & POLITICHE,POLITICA,RETI E INTEGRAZIONE DI RETI,ALGERIA,CIPRO,EGITTO,GRECIA,ISRAELE,LIBIA,MAROCCO,MEDIO ORIENTE,NORD AFRICA,SAHARA OCCIDENTALE",SERGIO MATALUCCI,"GIUGNO 2, 2023","Interconnessioni elettriche nel Mediterraneo: Elmed, Euro-Africa, Euro-Asia— ECCO","Nella prima parte dell’intervista Giulia Giordano, responsabile del programmi internazionali del think tank sul clima ECCO, ha spiegato l’interesse dell’Italia: interconnessioni elettriche nel Mediterraneo. In questa seconda parte, Giordano parla degli elettrodotti possibili e delle loro plausibili tempistiche.
pv magazine: In generale a che punto siamo con gli elettrodotti da Africa settentrionale a Europa? L’EuroAfrica Interconnector da Egitto a Grecia e Elmed dalla Tunisia all’Italia sono in costruzione. Quando ci possiamo aspettare novità a riguardo?  
Giulia Giordano: Siamo ancora in fasi molto embrionali dei vari progetti e i tempi di realizzazione variano a seconda dello stadio raggiunto oltre che dalla complessità dei lavori. Nel caso del progetto dell’interconnessione Tunisia-Italia, a fine 2022 il ministero dell’Ambiente e della sicurezza energetica ha avviato il procedimento di autorizzazione. Il progetto rientra nel Piano di Sviluppo di Terna 2023, e tra i PCI, progetti infrastrutturali ritenuti di importanza strategica per l’Unione europea, che per questo ha annunciato che stanzierà circa 300 milioni, su un costo complessivo di circa 850 milioni. Realisticamente, non si può stimare un tempo inferiore ai 5 anni per la realizzazione dell’interconnessione una volta avviati i lavori.  
Nel caso dell’Euro-Africa Interconnector che collegherà l’Egitto a Cipro e Grecia, si sono registrati vari ritardi e al momento è ancora necessario produrre una valutazione di fattibilità tecnica e finanziaria. Sono stati proposti anche altri progetti, come il collegamento diretto da Egitto alla penisola greca (Gregy) e il collegamento da Egitto all’isola di Creta. Queste iniziative rientrano tra le ambizioni dell’Egitto di diventare un hub energetico intercontinentale, al centro tra Africa, Europa e Medio Oriente. Anche in questo caso, essendo in fasi molto iniziali dobbiamo aspettarci tempistiche prolungate.   
Nel caso invece dell’interconnessione EuroAsia (Israele-Cipro-Grecia) siamo ad uno stadio più evoluto, anche questo rientra tra i PCI dell’Ue. I lavori di costruzione della prima fase (connessione Cipro-Grecia) sono già partiti e ci si aspetta la chiusura entro il 2026.  
pv magazine: EuropaGrid sta anche sviluppando connessioni tra Spagna, Marocco, Tunisia, Sicilia e Sardegna. Cosa ne pensate?  
GG: Non conosco Europagrid e non saprei parlare nel dettaglio dei progetti in questione. Lo sviluppo di progetti di questo tipo richiede capitali enormi e la concessione da parte dei concessionari di rete. Sono tante le aziende private interessate a contribuire a progetti di tale portata, il che è significativo dell’interesse privato verso tecnologie pulite e svincolate da fonti fossili e verso le opportunità di mercato che generano.  
pv magazine: L’Egitto sta progettando un interconnettore da 3.000 MW con l’Arabia Saudita. Quali sarebbero le conseguenze per il Mediterraneo? E per l’Italia? 
GG: Si tratta del primo progetto di grande portata di interconnessione tra la rete elettrica africana e quella del Medio Oriente, i lavori sono cominciati e le stime parlano di una conclusione entro il 2026. Questo senza dubbio favorisce la transizione verso modelli di cooperazione energetica pulita e una integrazione sempre maggiore dei mercati elettrici. La regione MENA (Middle East North Africa) è una tra le regioni del pianeta meno integrate a livello politico, istituzionale ed economico, questo si traduce in elevata frammentazione e inefficienza. L’integrazione delle reti elettriche all’interno della regione potrebbe favorire processi di integrazione al di là dell’ambito energetico, incentivando la cooperazione e la creazione di istituzioni condivise. Inoltre, non solo garantirebbe maggiore sicurezza energetica intra-regionale ma anche una capacità di interazione e integrazione con l’Europa.   
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/la-corsa-del-fotovoltaico-residenziale-ogni-giorno-connessi-nuovi-impianti/,"INSTALLAZIONI E IMPIANTI,ITALIA,LOMBARDIA",LARA MORANDOTTI,"GIUGNO 2, 2023","La corsa del fotovoltaico residenziale, ogni giorno connessi nuovi impianti","Immagine: IMIE - Impianti fotovoltaici & e-Station
Sulla villa bifamiliare di Mantova, invece, sono stati installati pannelli QCells da 410Wp, un inverter ZCS Azzurro ibrido HYD 6000 ES e due batterie ZCS 4K4 da 5 kW. “Abbiamo installato un totale di 18 pannelli QCells da 410Wp. Si tratta di pannelli fotovoltaici ad alta efficienza che massimizzano la produzione di energia anche in condizioni di luce non ottimali, garantendo così la massima efficienza durante tutto l’anno”, ha dettagliato lo staff di IMIE.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/ubicazione-settore-di-attivita-e-occupazione-di-suolo-degli-impianti-a-terra-dati-gse/,"MERCATI & POLITICHE,POLITICA,SVILUPPI DI MERCATO,ITALIA",SERGIO MATALUCCI,"GIUGNO 2, 2023","Ubicazione, settore di attività e occupazione di suolo degli impianti a terra – dati GSE","Questo articolo fa parte di una miniserie su tre aspetti specifici evidenziati dal rapporto trimestrale sul fotovoltaico del GSE sul periodo gennaio-marzo 2023. Il primo articolo sottolineava che mancano i grandi impianti, il secondo articolo analizzava le installazioni per regioni e comuni italiani. Questo parla di ubicazione, settore di attività e occupazione di suolo degli impianti a terra.
Nel primo trimestre dell’anno in corso la potenza degli impianti non a terra è aumentata del 6%, mentre la potenza degli impianti a terra è aumentata di quasi l’1%. A fine marzo 2023 la potenza degli impianti non a terra ha raggiunto 17.676 MW, mentre gli impianti a terra hanno raggiunto una potenza cumulata di 8.481 MW.
In termini di occupazione di suolo degli impianti a terra, in nessuna regione il fotovoltaico occupa più del 0,3% del suolo, a parte in Puglia (0,34%). Seguono Lazio (0,23%), Marche (0,21%) e Abruzzo (0,17%). Livelli più bassi in Trentino-Alto Adige (0,00%), Valle d’Aosta (0,00%) e Liguria (0,01%).
Nel primo trimestre del 2023 sono stati “occupati” un totale di 148 ettari. Guidano Veneto (45,4 ettari), Sicilia (30,3) e Piemonte (23,5).
In termini di settore di attività degli impianti, il residenziale ha visto aumentare di 615 MW a 5.540 MW di potenza cumulata (+12,5%). Industria (potenza aggiuntiva a 206 MW per potenza cumulata di 4.724 MW), terziario (+188 MW a 5.125 MW), produzione di energia elettrica (+58 MW a 8.092 MW) e agricoltura (+26 MW a 2.676 MW) le altre categorie.
Rimane una domanda. L’agricoltura rimarrà la categoria che aggiunge meno potenza anche nei prossimi mesi?
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
https://www.pv-magazine.it/2023/06/02/decreto-fer-gse-apre-le-iscrizioni-per-la-dodicesima-procedura/,"BANDI E ASTE,INSTALLAZIONI E IMPIANTI,MERCATI & POLITICHE,ITALIA",SERGIO MATALUCCI,"GIUGNO 2, 2023","Decreto FER, GSE aprono le iscrizioni per la dodicesima procedura","Il Gestore dei Servizi Energetici (GSE) ha aperto le iscrizioni alla dodicesima procedura di registro e asta del Decreto FER. Sarà possibile iscriversi entro le 12:00 del 30 giugno 2023 per i contingenti di potenza non assegnati nelle precedenti procedure.
“Prima di inoltrare la richiesta di iscrizione ai Registri o alle Aste, il soggetto responsabile deve registrare l’impianto sul portale GAUDÌ di Terna e attendere che lo stesso risulti nello stato “Impianto Validato”; per questo si invitano i soggetti responsabili a considerare i tempi tecnici necessari per la validazione per rispettare la scadenza della chiusura del bando”, ha detto il GSE.
I presenti contenuti sono tutelati da diritti d’autore e non possono essere riutilizzati. Se desideri collaborare con noi e riutilizzare alcuni dei nostri contenuti, contatta: editors@pv-magazine.com."
